Gene ID	Gene.Symbol	ppb.iBAQ.peptides	ppb.iBAQ.A549_exo1	ppb.iBAQ.A549_exo2	ppb.iBAQ.A549_exo3	ppb.iBAQ.Caco2_exo1	ppb.iBAQ.Caco2_exo2	ppb.iBAQ.Caco2_exo3	ppb.iBAQ.CRC.A	ppb.iBAQ.CRC.B	ppb.iBAQ.CRC.C	ppb.iBAQ.CRC.D	ppb.iBAQ.e.EV_10N	ppb.iBAQ.e.EV_10T	ppb.iBAQ.e.EV_11N	ppb.iBAQ.e.EV_11T	ppb.iBAQ.e.EV_12N	ppb.iBAQ.e.EV_12T	ppb.iBAQ.e.EV_13N	ppb.iBAQ.e.EV_13T	ppb.iBAQ.e.EV_14N	ppb.iBAQ.e.EV_14T	ppb.iBAQ.e.EV_15N	ppb.iBAQ.e.EV_15T	ppb.iBAQ.e.EV_16N	ppb.iBAQ.e.EV_16T	ppb.iBAQ.e.EV_17N	ppb.iBAQ.e.EV_17T	ppb.iBAQ.e.EV_1N	ppb.iBAQ.e.EV_1T	ppb.iBAQ.e.EV_2N	ppb.iBAQ.e.EV_2T	ppb.iBAQ.e.EV_3N	ppb.iBAQ.e.EV_3T	ppb.iBAQ.e.EV_4N	ppb.iBAQ.e.EV_4T	ppb.iBAQ.e.EV_5N	ppb.iBAQ.e.EV_5T	ppb.iBAQ.e.EV_6N	ppb.iBAQ.e.EV_6T	ppb.iBAQ.e.EV_7N	ppb.iBAQ.e.EV_7T	ppb.iBAQ.e.EV_8N	ppb.iBAQ.e.EV_8T	ppb.iBAQ.e.EV_9N	ppb.iBAQ.e.EV_9T	ppb.iBAQ E24 Normal	ppb.iBAQ E24 Tumor	ppb.iBAQ E25 Normal	ppb.iBAQ E25 Tumor	ppb.iBAQ E29 Normal	ppb.iBAQ E29 Tumor	ppb.iBAQ E40 Normal	ppb.iBAQ E43 Normal	ppb.iBAQ E43 Tumor	ppb.iBAQ E45 Norrmal	ppb.iBAQ E45 Tumor	ppb.iBAQ E46 Normal	ppb.iBAQ E46 Tumor	ppb.iBAQ E47 Normal	ppb.iBAQ E47 Tumor	ppb.iBAQ.EV_N	ppb.iBAQ.EV_T	ppb.iBAQ.exoA153_TRG1	ppb.iBAQ.exoA162_TRG1	ppb.iBAQ.exoA186_TRG1	ppb.iBAQ.exoA282_TRG1	ppb.iBAQ.exoA293_TRG1	ppb.iBAQ.exoA296_TRG1	ppb.iBAQ.exoA298	ppb.iBAQ.exoA334_TRG1	ppb.iBAQ.exoA342_TRG1	ppb.iBAQ.exoA360_TRG1	ppb.iBAQ.exoA363_TRG1	ppb.iBAQ.exoA384_TRG1	ppb.iBAQ.exoA386_TRG1	ppb.iBAQ.exoA406_TRG1	ppb.iBAQ.exoA415_TRG1	ppb.iBAQ.exoA50_TRG1	ppb.iBAQ.exoA63_TRG1	ppb.iBAQ.exoA95_TRG1	ppb.iBAQ.exoB100_TRG2	ppb.iBAQ.exoB12_TRG1	ppb.iBAQ.exoB148_TRG2	ppb.iBAQ.exoB150_TRG2	ppb.iBAQ.exoB164_TRG2	ppb.iBAQ.exoB191_TRG2	ppb.iBAQ.exoB198_TRG2	ppb.iBAQ.exoB201_TRG2	ppb.iBAQ.exoB234_TRG2	ppb.iBAQ.exoB240_TRG2	ppb.iBAQ.exoB260_TRG2	ppb.iBAQ.exoB311_TRG2	ppb.iBAQ.exoB318_TRG2	ppb.iBAQ.exoB364_TRG2	ppb.iBAQ.exoB392_TRG2	ppb.iBAQ.exoB393_TRG2	ppb.iBAQ.exoB398_TRG2	ppb.iBAQ.exoB401_TRG2	ppb.iBAQ.exoB51_TRG2	ppb.iBAQ.exoB62_TRG2	ppb.iBAQ.exoB92_TRG2	ppb.iBAQ.Expel10.CRC.LM	ppb.iBAQ.Expel10.normal	ppb.iBAQ.Expel17.CRC.LM	ppb.iBAQ.Expel17.normal	ppb.iBAQ.Expel18.CRC.LM	ppb.iBAQ.Expel18.normal	ppb.iBAQ.Expel19.CRC.LM	ppb.iBAQ.Expel19.normal	ppb.iBAQ.Expel22.CRC.LM	ppb.iBAQ.Expel22.normal	ppb.iBAQ.Expel3.CRC.LM	ppb.iBAQ.Expel3.normal	ppb.iBAQ.FEB	ppb.iBAQ.H23_exo1	ppb.iBAQ.H23_exo2	ppb.iBAQ.H23_exo3	ppb.iBAQ.Healthy	ppb.iBAQ.HT29_exo1	ppb.iBAQ.HT29_exo2	ppb.iBAQ.HT29_exo3	ppb.iBAQ.HTC116_exo1	ppb.iBAQ.HTC116_exo2	ppb.iBAQ.HTC116_exo3	ppb.iBAQ.KM12L4	ppb.iBAQ.KM12SM	ppb.iBAQ.plasmaA153_TRG1	ppb.iBAQ.plasmaA162_TRG1	ppb.iBAQ.plasmaA186_TRG1	ppb.iBAQ.plasmaA198_TRG2	ppb.iBAQ.plasmaA282_TRG1	ppb.iBAQ.plasmaA293_TRG1	ppb.iBAQ.plasmaA296_TRG1	ppb.iBAQ.plasmaA298	ppb.iBAQ.plasmaA32	ppb.iBAQ.plasmaA334_TRG1	ppb.iBAQ.plasmaA342_TRG1	ppb.iBAQ.plasmaA360_TRG1	ppb.iBAQ.plasmaA363_TRG1	ppb.iBAQ.plasmaA384_TRG1	ppb.iBAQ.plasmaA386_TRG1	ppb.iBAQ.plasmaA406_TRG1	ppb.iBAQ.plasmaA415_TRG1	ppb.iBAQ.plasmaA50_TRG1	ppb.iBAQ.plasmaA95_TRG1	ppb.iBAQ.plasmaB100_TRG2	ppb.iBAQ.plasmaB12_TRG2	ppb.iBAQ.plasmaB148_TRG2	ppb.iBAQ.plasmaB150_TRG2	ppb.iBAQ.plasmaB191_TRG2	ppb.iBAQ.plasmaB201_TRG2	ppb.iBAQ.plasmaB234_TRG2	ppb.iBAQ.plasmaB240_TRG2	ppb.iBAQ.plasmaB260_TRG2	ppb.iBAQ.plasmaB311_TRG2	ppb.iBAQ.plasmaB318_TRG2	ppb.iBAQ.plasmaB35_TRG2	ppb.iBAQ.plasmaB357_TRG2	ppb.iBAQ.plasmaB364_TRG2	ppb.iBAQ.plasmaB392_TRG2	ppb.iBAQ.plasmaB393_TRG2	ppb.iBAQ.plasmaB398_TRG2	ppb.iBAQ.plasmaB401_TRG2	ppb.iBAQ.plasmaB51_TRG2	ppb.iBAQ.plasmaB62_TRG2	ppb.iBAQ.plasmaB92_TRG2	ppb.iBAQ.SW620
ENSG00000135387	CAPRIN1	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13589.9252	189055.2751	8829.052104	10329.32297	19485.31783	88795.46508	NA	19962.64673	27526.85985	18314.33636	46855.06345	4989.163629	62150.66431	NA	2738.435852	827.8715026	3540.09642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11589.69531	42485.93625	14689.40169	28567.68383	NA	NA	15811.22631	85385.59586	13467.74021	62045.23442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127590.5144	253696.3861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	379424.9937
ENSG00000105519	CAPS	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000116489	CAPZA1	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111291.6326	NA	NA	NA	49446.85491	112632.749	39474.6261	NA	NA	NA	NA	24714.6467	35583.59484	NA	32164.45987	62141.27678	39427.50047	NA	38113.59183	117137.1561	81896.69748	NA	NA	213335.7453	57297.85658	44592.23856	123090.4664	NA	NA	42207.50768	55196.16846	NA	73615.99644	48228.46591	411504.3067	47894.86802	175271.6051	156856.6964	421798.5259	14440.67977	229955.6473	283375.5912	187358.5163	314379.9162	193469.0215	343200.252	176487.9396	9375.653689	63005.66617	62194.03834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127968.7161	64191.43499	131871.2498	207529.9441	340786.4126	91394.87668	41689.08726	90086.39218	278008.4267	64761.23767	151016.2167	71033.62571	NA	193678.6072	206398.2396	122245.6512	NA	632482.3257	115411.3176	1084649.756	NA	NA	NA	94325.02627	201669.2579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22340.3356
ENSG00000198898	CAPZA2	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38209.6472	NA	NA	88932.85816	88705.03171	83436.46176	NA	NA	NA	NA	NA	NA	NA	NA	87345.59524	NA	NA	45609.52291	NA	23742.39122	22773.78074	NA	49922.72949	88809.02002	84719.52321	101000.1782	89095.70695	11497.47357	NA	99342.43457	NA	NA	NA	229831.6922	335514.3919	249991.6041	289293.543	218186.9081	461616.0178	91881.39957	244535.1084	379509.041	348512.8337	322944.9561	203657.2888	297905.9555	171713.9989	13747.6372	50122.46073	53923.8761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122852.549	70487.93033	145157.3641	315549.3226	148052.8377	138984.2761	51043.85089	119826.5842	277591.6036	127405.1724	162078.8864	85158.54629	NA	NA	81955.9818	NA	NA	34432.50238	51066.42842	358925.966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36646.71234
ENSG00000077549	CAPZB	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84889.98368	134284.3365	NA	NA	106833.1765	70219.52242	41633.73437	46783.19897	NA	12079.24761	NA	42663.79555	NA	50925.75425	NA	15317.99438	176576.8709	41488.20582	82448.87413	NA	56883.09547	56062.28486	NA	40995.84729	33512.22737	163837.571	67808.30566	68081.73204	NA	8252.115806	93383.7276	31617.56097	158042.643	37461.47562	188055.5521	459573.8363	199748.0483	469729.1737	228999.0063	644344.0415	138471.4379	316505.9598	449038.5093	272906.0425	437398.1442	336162.6518	413409.7524	273774.9359	202288.0174	107013.093	103182.1048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45124.29373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	347952.1668	212965.6052	447822.1854	191448.2879	540133.8028	332204.7692	223851.7905	128413.5828	1110770.606	312406.6296	262226.5773	140881.0853	NA	102909.3921	69975.52586	73158.66279	NA	369940.4497	209704.2472	861519.7551	NA	NA	NA	345088.5791	623094.1273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	599455.1018
ENSG00000187796	CARD9	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8988.459186	NA	49419.20981	58594.98962	NA	NA	NA	8229.654788	14340.38403	NA	19419.92018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34358.19863	33786.92653	NA	NA	NA	NA	19072.64808	29512.53305	9425.414356	NA	7481.597178	13365.31868	9172.155424	17232.94899	NA	14490.88065	NA	NA	NA	7659.144997	1105.328969	NA	NA	NA	11407.29983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7792.365531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58242.56047	NA	NA	NA	NA	NA	NA	12181.70841	NA	NA	NA	5655.165024	18696.8557	22925.93248	NA	NA	NA	34324.27345	NA	6753.913906	NA	7103.362571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16249.2981	NA	NA	NA	NA
ENSG00000153048	CARHSP1	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	407787.1347	NA	236503.4884	NA	166940.6667	NA	202622.7955	NA	NA	NA	353801.3778	NA	281388.0754	NA	501020.9339	NA	65684.39645	NA	NA	NA	23641.8496	NA	269915.1977	NA	58242.1358	63653.94848	51510.87783	NA	582883.5907	106871.4127	100399.7676	88068.3879	93925.48389	231375.5379	172122.7348	88660.07179	NA	260509.7145	57767.66316	199833.2453	123841.4765	103291.1895	NA	NA	NA	130765.2953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	147488.7711	558939.1121	126147.379	372962.5369	29057.47267	257479.113	106600.242	303759.1456	131539.2892	366186.1229	103847.22	285531.9974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000142453	CARM1	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4915.100203	138383.975	8331.364733	NA	7399.795403	67810.00593	69810.57669	361953.0695	7543.502425	100840.6557	11212.90833	122467.0414	NA	53078.76408	34720.197	106936.6521	NA	82140.21217	NA	161756.4004	NA	140695.1072	NA	205132.5076	24644.64577	257439.5402	42663.84161	32067.14838	NA	27134.50623	58310.72935	98414.25358	NA	104134.4173	10320.67053	22643.2976	5226.941011	7029.943117	NA	8295.603449	NA	8261.152835	34329.99576	18681.155	32117.63638	5368.908138	10302.76347	2860.477657	NA	21326.11563	81947.98901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4527.925221	NA	NA	NA	215929.1303	NA	NA	NA	NA	NA	13681.07431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3415.114057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6636.387217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000079691	CARMIL1	176647.2355	NA	NA	NA	NA	NA	NA	NA	2048474.547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11244.74351	NA	NA	NA	NA	NA	NA	NA	12002.24319	NA	NA	NA	NA	NA	17005.66416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3070.805368	NA	2844.157012	NA	851.9347954	NA	NA	7744.650928	16398.44913	86880.83402	549.2016368	NA	NA	NA	1038.540925	1055.712165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1507.861173	27802.33646	NA	7021.7914	5161.885706	NA	NA	8740.473419	NA	5209.468487	NA	5858.297177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000134905	CARS2	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16688.8667	NA	NA	NA	NA	NA	NA	122615.5757	NA	19284.73056	NA	24123.79724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8042.121829	116188.9725	47600.38318	NA	24448.34865	NA	NA	NA	418364.1577	NA	263851.8558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000127995	CASD1	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11698.20319	NA	NA	NA	4166.537364	NA	4066.037848	NA	NA	NA	15405.72418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8002.38153	NA	NA	NA	NA	NA	9988.32388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15571.2182	86.97950818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000147044	CASK	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4723.141084	13299.26116	NA	NA	NA	NA	NA	NA	NA	NA	NA	18782.77394	NA	84534.44714	NA	NA	NA	11544.91557	NA	19554.39079	5798.40962	NA	NA	11201.79735	NA	NA	9186.280621	NA	NA	6133.963384	NA	8006.956936	21825.29884	NA	NA	5192.60169	NA	NA	NA	6629.559723	NA	NA	10698.21973	1701.014807	3737.793522	1525.229927	16392.36299	NA	NA	8086.156512	26098.85583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4191.560703	NA	7488.169832	NA	7285.747838	14730.52751	NA	NA	4207.387867	2748.202687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000177303	CASKIN2	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51461.9586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	378.4363346	NA	NA	NA	NA	NA	561.2386384	908.6113666	1857.693323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000137752	CASP1	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16924.50027	NA	NA	NA	11977.92311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151788.3185	NA	19698.51781	NA	NA	NA	NA	NA	14311.49712	153090.2004	1537132.459	98867.02056	29060.99879	11711.1446	124444.0851	16528.20163	32183.7134	9900.781243	18322.36523	42820.14642	76983.16527	543739.4319	116433.4558	1110819.525	4411.671681	3992.901875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71825.56768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87074.58238	NA	19958.80087	6988.39431	6589.936707	10894.65586	8211.967193	7061.501702	61958.23877	4821.070445	4589.48142	5795.103155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	185773.148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115681.0325	NA	NA	NA	123719.3913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000003400	CASP10	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27189.12267	NA	NA	NA	NA	NA	34245.94565	NA	8928.068038	NA	4015.291507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6140.776386	NA	44576.35808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8641.97406	18395.74278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105141	CASP14	176647.2355	NA	NA	NA	NA	NA	NA	NA	2959.725122	NA	1757.386411	NA	NA	NA	NA	NA	NA	NA	43396.43306	NA	NA	1796.64962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86623.16995	NA	NA	NA	NA	24795.8657	19222.81009	21335.94732	NA	NA	54336.44384	NA	NA	NA	NA	NA	NA	10357.76138	10109.35924	33942.34128	4089.11261	NA	NA	NA	NA	NA	NA	NA	NA	NA	5135.647322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	276178.6357	NA	NA	NA	NA	NA	NA	NA	NA	NA	7262.962437	9762.487963	10760.87715	2659.216719	13947.87564	8189.423769	NA	4342.364545	23038.95367	12278.66291	3459.598524	12734.92478	NA	NA	19873.76137	138960.0643	NA	NA	NA	NA	172577.0156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000106144	CASP2	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9974.958098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000164305	CASP3	176647.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34450.92206	NA	7246.170787	52834.67135	52740.4929	NA	43037.31221	97599.3031	24474.48085	86105.17996	44782.06586	168585.9506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9998.821056	NA	38661.04374	6750.785713	9274.890274	NA	7648.097799	15660.59802	38978.01927	NA	73393.4503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26990.28937	108441.1593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	118436.2824
